aded25,gen25tot,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,win25
31038,0,0,0,0,0,0,Andrew Cuomo
31039,0,0,0,0,0,0,Zohran Mamdani
31040,0,0,0,0,0,0,Zohran Mamdani
31041,0,0,0,0,0,0,Andrew Cuomo
31042,0,0,0,0,0,0,Zohran Mamdani
31043,0,0,0,0,0,0,Zohran Mamdani
31044,0,0,0,0,0,0,Andrew Cuomo
31045,0,0,0,0,0,0,Zohran Mamdani
31046,0,0,0,0,0,0,Zohran Mamdani
31047,0,0,0,0,0,0,Zohran Mamdani
31048,0,0,0,0,0,0,Zohran Mamdani
31049,0,0,0,0,0,0,Zohran Mamdani
31050,0,0,0,0,0,0,Zohran Mamdani
31051,0,0,0,0,0,0,Zohran Mamdani
31052,0,0,0,0,0,0,Zohran Mamdani
31053,0,0,0,0,0,0,Zohran Mamdani
31054,0,0,0,0,0,0,Andrew Cuomo
31055,0,0,0,0,0,0,Andrew Cuomo
31056,0,0,0,0,0,0,Andrew Cuomo
31057,0,0,0,0,0,0,Zohran Mamdani
31058,0,0,0,0,0,0,Zohran Mamdani
31059,0,0,0,0,0,0,Zohran Mamdani
31060,0,0,0,0,0,0,Zohran Mamdani
31061,0,0,0,0,0,0,Eric Adams
31062,0,0,0,0,0,0,Eric Adams
31063,0,0,0,0,0,0,Eric Adams
32001,0,0,0,0,0,0,Eric Adams
32002,0,0,0,0,0,0,Eric Adams
32003,0,0,0,0,0,0,Eric Adams
32004,0,0,0,0,0,0,Eric Adams
32005,0,0,0,0,0,0,Eric Adams
32006,0,0,0,0,0,0,Eric Adams
32007,0,0,0,0,0,0,Eric Adams
32008,0,0,0,0,0,0,Zohran Mamdani
32009,0,0,0,0,0,0,Eric Adams
32010,0,0,0,0,0,0,Zohran Mamdani
32011,0,0,0,0,0,0,Eric Adams
32012,0,0,0,0,0,0,Zohran Mamdani
32013,0,0,0,0,0,0,Eric Adams
32014,0,0,0,0,0,0,Zohran Mamdani
32015,0,0,0,0,0,0,Zohran Mamdani
32016,0,0,0,0,0,0,Zohran Mamdani
32017,0,0,0,0,0,0,Zohran Mamdani
32018,0,0,0,0,0,0,Zohran Mamdani
32019,0,0,0,0,0,0,Andrew Cuomo
32020,0,0,0,0,0,0,Andrew Cuomo
32021,0,0,0,0,0,0,Andrew Cuomo
32022,0,0,0,0,0,0,Zohran Mamdani
32023,0,0,0,0,0,0,Andrew Cuomo
32024,0,0,0,0,0,0,Andrew Cuomo
32025,0,0,0,0,0,0,Andrew Cuomo
32026,0,0,0,0,0,0,Andrew Cuomo
32027,0,0,0,0,0,0,Andrew Cuomo
32028,0,0,0,0,0,0,Andrew Cuomo
32029,0,0,0,0,0,0,Andrew Cuomo
32030,0,0,0,0,0,0,Andrew Cuomo
32031,0,0,0,0,0,0,Andrew Cuomo
32032,0,0,0,0,0,0,Andrew Cuomo
32033,0,0,0,0,0,0,Zohran Mamdani
32034,0,0,0,0,0,0,Andrew Cuomo
32035,0,0,0,0,0,0,Andrew Cuomo
32036,0,0,0,0,0,0,Andrew Cuomo
32037,0,0,0,0,0,0,Andrew Cuomo
32038,0,0,0,0,0,0,Zohran Mamdani
32039,0,0,0,0,0,0,Andrew Cuomo
32040,0,0,0,0,0,0,Andrew Cuomo
32041,0,0,0,0,0,0,Andrew Cuomo
32042,0,0,0,0,0,0,Andrew Cuomo
32043,0,0,0,0,0,0,Andrew Cuomo
32044,0,0,0,0,0,0,Andrew Cuomo
32045,0,0,0,0,0,0,Zohran Mamdani
32046,0,0,0,0,0,0,Andrew Cuomo
32047,0,0,0,0,0,0,Andrew Cuomo
32048,0,0,0,0,0,0,Andrew Cuomo
32049,0,0,0,0,0,0,Andrew Cuomo
32050,0,0,0,0,0,0,Andrew Cuomo
32051,0,0,0,0,0,0,Andrew Cuomo
32052,0,0,0,0,0,0,Andrew Cuomo
32053,0,0,0,0,0,0,Andrew Cuomo
32054,0,0,0,0,0,0,Andrew Cuomo
32055,0,0,0,0,0,0,Andrew Cuomo
32056,0,0,0,0,0,0,Andrew Cuomo
32057,0,0,0,0,0,0,Andrew Cuomo
32058,0,0,0,0,0,0,Andrew Cuomo
32059,0,0,0,0,0,0,Andrew Cuomo
32060,0,0,0,0,0,0,Andrew Cuomo
32061,0,0,0,0,0,0,Andrew Cuomo
32062,0,0,0,0,0,0,Andrew Cuomo
32063,0,0,0,0,0,0,Andrew Cuomo
32064,0,0,0,0,0,0,Andrew Cuomo
32065,0,0,0,0,0,0,Andrew Cuomo
32066,0,0,0,0,0,0,Andrew Cuomo
32067,0,0,0,0,0,0,Andrew Cuomo
32068,0,0,0,0,0,0,Zohran Mamdani
33001,0,0,0,0,0,0,Zohran Mamdani
33002,0,0,0,0,0,0,Zohran Mamdani
33003,0,0,0,0,0,0,Zohran Mamdani
33004,0,0,0,0,0,0,Zohran Mamdani
33005,0,0,0,0,0,0,Zohran Mamdani
33006,0,0,0,0,0,0,Zohran Mamdani
33007,0,0,0,0,0,0,Zohran Mamdani
33008,0,0,0,0,0,0,Zohran Mamdani
33009,0,0,0,0,0,0,Zohran Mamdani
33010,0,0,0,0,0,0,Zohran Mamdani
33011,0,0,0,0,0,0,Zohran Mamdani
33012,0,0,0,0,0,0,Zohran Mamdani
33013,0,0,0,0,0,0,Zohran Mamdani
33014,0,0,0,0,0,0,Zohran Mamdani
33015,0,0,0,0,0,0,Zohran Mamdani
33016,0,0,0,0,0,0,Zohran Mamdani
33017,0,0,0,0,0,0,Zohran Mamdani
33018,0,0,0,0,0,0,Zohran Mamdani
33019,0,0,0,0,0,0,Zohran Mamdani
33020,0,0,0,0,0,0,Zohran Mamdani
33021,0,0,0,0,0,0,Zohran Mamdani
33022,0,0,0,0,0,0,Zohran Mamdani
33023,0,0,0,0,0,0,Zohran Mamdani
33024,0,0,0,0,0,0,Zohran Mamdani
33025,0,0,0,0,0,0,Zohran Mamdani
33026,0,0,0,0,0,0,Zohran Mamdani
33027,0,0,0,0,0,0,Andrew Cuomo
33028,0,0,0,0,0,0,Zohran Mamdani
33029,0,0,0,0,0,0,Andrew Cuomo
33030,0,0,0,0,0,0,Andrew Cuomo
33031,0,0,0,0,0,0,Andrew Cuomo
33032,0,0,0,0,0,0,Andrew Cuomo
33033,0,0,0,0,0,0,Andrew Cuomo
33034,0,0,0,0,0,0,Andrew Cuomo
33035,0,0,0,0,0,0,Andrew Cuomo
33036,0,0,0,0,0,0,Andrew Cuomo
33037,0,0,0,0,0,0,Andrew Cuomo
33038,0,0,0,0,0,0,Andrew Cuomo
33039,0,0,0,0,0,0,Andrew Cuomo
33040,0,0,0,0,0,0,Andrew Cuomo
33041,0,0,0,0,0,0,Andrew Cuomo
33042,0,0,0,0,0,0,Andrew Cuomo
33043,0,0,0,0,0,0,Andrew Cuomo
33044,0,0,0,0,0,0,Andrew Cuomo
33045,0,0,0,0,0,0,Andrew Cuomo
33046,0,0,0,0,0,0,Andrew Cuomo
33047,0,0,0,0,0,0,Andrew Cuomo
33048,0,0,0,0,0,0,Andrew Cuomo
33049,0,0,0,0,0,0,Andrew Cuomo
33050,0,0,0,0,0,0,Andrew Cuomo
33051,0,0,0,0,0,0,Andrew Cuomo
33052,0,0,0,0,0,0,Andrew Cuomo
33053,0,0,0,0,0,0,Andrew Cuomo
33054,0,0,0,0,0,0,Andrew Cuomo
33055,0,0,0,0,0,0,Andrew Cuomo
33056,0,0,0,0,0,0,Andrew Cuomo
33057,0,0,0,0,0,0,Andrew Cuomo
33058,0,0,0,0,0,0,Andrew Cuomo
33059,0,0,0,0,0,0,Andrew Cuomo
33060,0,0,0,0,0,0,Andrew Cuomo
33061,0,0,0,0,0,0,Andrew Cuomo
33062,0,0,0,0,0,0,Zohran Mamdani
33063,0,0,0,0,0,0,Zohran Mamdani
33064,0,0,0,0,0,0,Andrew Cuomo
34001,0,0,0,0,0,0,Zohran Mamdani
34002,0,0,0,0,0,0,Zohran Mamdani
34003,0,0,0,0,0,0,Zohran Mamdani
34004,0,0,0,0,0,0,Zohran Mamdani
34005,0,0,0,0,0,0,Zohran Mamdani
34006,0,0,0,0,0,0,Zohran Mamdani
34007,0,0,0,0,0,0,Zohran Mamdani
34008,0,0,0,0,0,0,Zohran Mamdani
34009,0,0,0,0,0,0,Zohran Mamdani
34010,0,0,0,0,0,0,Zohran Mamdani
34011,0,0,0,0,0,0,Zohran Mamdani
34012,0,0,0,0,0,0,Zohran Mamdani
34013,0,0,0,0,0,0,Zohran Mamdani
34014,0,0,0,0,0,0,Zohran Mamdani
34015,0,0,0,0,0,0,Zohran Mamdani
34016,0,0,0,0,0,0,Zohran Mamdani
34017,0,0,0,0,0,0,Zohran Mamdani
34018,0,0,0,0,0,0,Zohran Mamdani
34019,0,0,0,0,0,0,Zohran Mamdani
34020,0,0,0,0,0,0,Zohran Mamdani
34021,0,0,0,0,0,0,Andrew Cuomo
34022,0,0,0,0,0,0,Zohran Mamdani
34023,0,0,0,0,0,0,Zohran Mamdani
34024,0,0,0,0,0,0,Zohran Mamdani
34025,0,0,0,0,0,0,Zohran Mamdani
34026,0,0,0,0,0,0,Zohran Mamdani
34027,0,0,0,0,0,0,Zohran Mamdani
34028,0,0,0,0,0,0,Zohran Mamdani
34029,0,0,0,0,0,0,Zohran Mamdani
34030,0,0,0,0,0,0,Zohran Mamdani
34031,0,0,0,0,0,0,Zohran Mamdani
34032,0,0,0,0,0,0,Zohran Mamdani
34033,0,0,0,0,0,0,Zohran Mamdani
34034,0,0,0,0,0,0,Zohran Mamdani
34035,0,0,0,0,0,0,Zohran Mamdani
34036,0,0,0,0,0,0,Zohran Mamdani
34037,0,0,0,0,0,0,Zohran Mamdani
34038,0,0,0,0,0,0,Zohran Mamdani
34039,0,0,0,0,0,0,Zohran Mamdani
34040,0,0,0,0,0,0,Zohran Mamdani
34041,0,0,0,0,0,0,Zohran Mamdani
34042,0,0,0,0,0,0,Zohran Mamdani
34043,0,0,0,0,0,0,Zohran Mamdani
34044,0,0,0,0,0,0,Zohran Mamdani
34045,0,0,0,0,0,0,Zohran Mamdani
34046,0,0,0,0,0,0,Zohran Mamdani
34047,0,0,0,0,0,0,Zohran Mamdani
34048,0,0,0,0,0,0,Zohran Mamdani
34049,0,0,0,0,0,0,Zohran Mamdani
34050,0,0,0,0,0,0,Zohran Mamdani
34051,0,0,0,0,0,0,Zohran Mamdani
34052,0,0,0,0,0,0,Zohran Mamdani
34053,0,0,0,0,0,0,Zohran Mamdani
34054,0,0,0,0,0,0,Zohran Mamdani
34055,0,0,0,0,0,0,Zohran Mamdani
34056,0,0,0,0,0,0,Zohran Mamdani
34057,0,0,0,0,0,0,Zohran Mamdani
34058,0,0,0,0,0,0,Zohran Mamdani
34059,0,0,0,0,0,0,Zohran Mamdani
34060,0,0,0,0,0,0,Zohran Mamdani
35001,0,0,0,0,0,0,Zohran Mamdani
35002,0,0,0,0,0,0,Zohran Mamdani
35003,0,0,0,0,0,0,Zohran Mamdani
35004,0,0,0,0,0,0,Zohran Mamdani
35005,0,0,0,0,0,0,Andrew Cuomo
35006,0,0,0,0,0,0,Andrew Cuomo
35007,0,0,0,0,0,0,Andrew Cuomo
35008,0,0,0,0,0,0,Andrew Cuomo
35009,0,0,0,0,0,0,Zohran Mamdani
35010,0,0,0,0,0,0,Tie
35011,0,0,0,0,0,0,Zohran Mamdani
35012,0,0,0,0,0,0,Zohran Mamdani
35013,0,0,0,0,0,0,Zohran Mamdani
35014,0,0,0,0,0,0,Zohran Mamdani
35015,0,0,0,0,0,0,Andrew Cuomo
35016,0,0,0,0,0,0,Andrew Cuomo
35017,0,0,0,0,0,0,Zohran Mamdani
35018,0,0,0,0,0,0,Zohran Mamdani
35019,0,0,0,0,0,0,Zohran Mamdani
35020,0,0,0,0,0,0,Zohran Mamdani
35021,0,0,0,0,0,0,Andrew Cuomo
35022,0,0,0,0,0,0,Zohran Mamdani
35023,0,0,0,0,0,0,Zohran Mamdani
35024,0,0,0,0,0,0,Zohran Mamdani
35025,0,0,0,0,0,0,Andrew Cuomo
35026,0,0,0,0,0,0,Andrew Cuomo
35027,0,0,0,0,0,0,Zohran Mamdani
35028,0,0,0,0,0,0,Zohran Mamdani
35029,0,0,0,0,0,0,Zohran Mamdani
35030,0,0,0,0,0,0,Zohran Mamdani
35031,0,0,0,0,0,0,Zohran Mamdani
35032,0,0,0,0,0,0,Andrew Cuomo
35033,0,0,0,0,0,0,Andrew Cuomo
35034,0,0,0,0,0,0,Andrew Cuomo
35035,0,0,0,0,0,0,Andrew Cuomo
35036,0,0,0,0,0,0,Andrew Cuomo
35037,0,0,0,0,0,0,Zohran Mamdani
35038,0,0,0,0,0,0,Zohran Mamdani
35039,0,0,0,0,0,0,Zohran Mamdani
35040,0,0,0,0,0,0,Andrew Cuomo
35041,0,0,0,0,0,0,Zohran Mamdani
35042,0,0,0,0,0,0,Andrew Cuomo
35043,0,0,0,0,0,0,Zohran Mamdani
35044,0,0,0,0,0,0,Zohran Mamdani
35045,0,0,0,0,0,0,Zohran Mamdani
35046,0,0,0,0,0,0,Zohran Mamdani
35047,0,0,0,0,0,0,Zohran Mamdani
35048,0,0,0,0,0,0,Zohran Mamdani
35049,0,0,0,0,0,0,Zohran Mamdani
35050,0,0,0,0,0,0,Zohran Mamdani
35051,0,0,0,0,0,0,Zohran Mamdani
35052,0,0,0,0,0,0,Zohran Mamdani
35053,0,0,0,0,0,0,Zohran Mamdani
35054,0,0,0,0,0,0,Eric Adams
35055,0,0,0,0,0,0,Eric Adams
35056,0,0,0,0,0,0,Eric Adams
35057,0,0,0,0,0,0,Eric Adams
35058,0,0,0,0,0,0,Eric Adams
35059,0,0,0,0,0,0,Eric Adams
35060,0,0,0,0,0,0,Eric Adams
35061,0,0,0,0,0,0,Eric Adams
35062,0,0,0,0,0,0,Eric Adams
35063,0,0,0,0,0,0,Eric Adams
35064,0,0,0,0,0,0,Eric Adams
35065,0,0,0,0,0,0,Eric Adams
36001,0,0,0,0,0,0,Zohran Mamdani
36002,0,0,0,0,0,0,Zohran Mamdani
36003,0,0,0,0,0,0,Zohran Mamdani
36004,0,0,0,0,0,0,Zohran Mamdani
36005,0,0,0,0,0,0,Zohran Mamdani
36006,0,0,0,0,0,0,Andrew Cuomo
36007,0,0,0,0,0,0,Zohran Mamdani
36008,0,0,0,0,0,0,Zohran Mamdani
36009,0,0,0,0,0,0,Zohran Mamdani
36010,0,0,0,0,0,0,Zohran Mamdani
36011,0,0,0,0,0,0,Zohran Mamdani
36012,0,0,0,0,0,0,Zohran Mamdani
36013,0,0,0,0,0,0,Zohran Mamdani
36014,0,0,0,0,0,0,Zohran Mamdani
36015,0,0,0,0,0,0,Zohran Mamdani
36016,0,0,0,0,0,0,Zohran Mamdani
36017,0,0,0,0,0,0,Zohran Mamdani
36018,0,0,0,0,0,0,Zohran Mamdani
36019,0,0,0,0,0,0,Zohran Mamdani
36020,0,0,0,0,0,0,Zohran Mamdani
36021,0,0,0,0,0,0,Zohran Mamdani
36022,0,0,0,0,0,0,Zohran Mamdani
36023,0,0,0,0,0,0,Zohran Mamdani
36024,0,0,0,0,0,0,Zohran Mamdani
36025,0,0,0,0,0,0,Zohran Mamdani
36026,0,0,0,0,0,0,Zohran Mamdani
36027,0,0,0,0,0,0,Zohran Mamdani
36028,0,0,0,0,0,0,Zohran Mamdani
36029,0,0,0,0,0,0,Zohran Mamdani
36030,0,0,0,0,0,0,Zohran Mamdani
36031,0,0,0,0,0,0,Zohran Mamdani
36032,0,0,0,0,0,0,Zohran Mamdani
36033,0,0,0,0,0,0,Zohran Mamdani
36034,0,0,0,0,0,0,Zohran Mamdani
36035,0,0,0,0,0,0,Zohran Mamdani
36036,0,0,0,0,0,0,Zohran Mamdani
36037,0,0,0,0,0,0,Zohran Mamdani
36038,0,0,0,0,0,0,Andrew Cuomo
36039,0,0,0,0,0,0,Andrew Cuomo
36040,0,0,0,0,0,0,Andrew Cuomo
36041,0,0,0,0,0,0,Zohran Mamdani
36042,0,0,0,0,0,0,Zohran Mamdani
36043,0,0,0,0,0,0,Zohran Mamdani
36044,0,0,0,0,0,0,Zohran Mamdani
36045,0,0,0,0,0,0,Zohran Mamdani
36046,0,0,0,0,0,0,Andrew Cuomo
36047,0,0,0,0,0,0,Andrew Cuomo
36048,0,0,0,0,0,0,Zohran Mamdani
36049,0,0,0,0,0,0,Zohran Mamdani
36050,0,0,0,0,0,0,Zohran Mamdani
36051,0,0,0,0,0,0,Zohran Mamdani
36052,0,0,0,0,0,0,Zohran Mamdani
36053,0,0,0,0,0,0,Zohran Mamdani
36054,0,0,0,0,0,0,Zohran Mamdani
36055,0,0,0,0,0,0,Zohran Mamdani
36056,0,0,0,0,0,0,Zohran Mamdani
36057,0,0,0,0,0,0,Zohran Mamdani
36058,0,0,0,0,0,0,Zohran Mamdani
36059,0,0,0,0,0,0,Zohran Mamdani
36060,0,0,0,0,0,0,Zohran Mamdani
36061,0,0,0,0,0,0,Zohran Mamdani
36062,0,0,0,0,0,0,Zohran Mamdani
36063,0,0,0,0,0,0,Zohran Mamdani
36064,0,0,0,0,0,0,Zohran Mamdani
36065,0,0,0,0,0,0,Zohran Mamdani
36066,0,0,0,0,0,0,Zohran Mamdani
36067,0,0,0,0,0,0,Zohran Mamdani
36068,0,0,0,0,0,0,Zohran Mamdani
36069,0,0,0,0,0,0,Zohran Mamdani
36070,0,0,0,0,0,0,Zohran Mamdani
37001,0,0,0,0,0,0,Zohran Mamdani
37002,0,0,0,0,0,0,Zohran Mamdani
37003,0,0,0,0,0,0,Zohran Mamdani
37004,0,0,0,0,0,0,Zohran Mamdani
37005,0,0,0,0,0,0,Zohran Mamdani
37006,0,0,0,0,0,0,Zohran Mamdani
37007,0,0,0,0,0,0,Zohran Mamdani
37008,0,0,0,0,0,0,Zohran Mamdani
37009,0,0,0,0,0,0,Zohran Mamdani
37010,0,0,0,0,0,0,Zohran Mamdani
37011,0,0,0,0,0,0,Zohran Mamdani
37012,0,0,0,0,0,0,Zohran Mamdani
37013,0,0,0,0,0,0,Zohran Mamdani
37014,0,0,0,0,0,0,Zohran Mamdani
37015,0,0,0,0,0,0,Zohran Mamdani
37016,0,0,0,0,0,0,Zohran Mamdani
37017,0,0,0,0,0,0,Zohran Mamdani
37018,0,0,0,0,0,0,Zohran Mamdani
37019,0,0,0,0,0,0,Zohran Mamdani
37020,0,0,0,0,0,0,Zohran Mamdani
37021,0,0,0,0,0,0,Zohran Mamdani
37022,0,0,0,0,0,0,Zohran Mamdani
37023,0,0,0,0,0,0,Zohran Mamdani
37024,0,0,0,0,0,0,Zohran Mamdani
37025,0,0,0,0,0,0,Zohran Mamdani
37026,0,0,0,0,0,0,Zohran Mamdani
37027,0,0,0,0,0,0,Zohran Mamdani
37028,0,0,0,0,0,0,Zohran Mamdani
37029,0,0,0,0,0,0,Zohran Mamdani
37030,0,0,0,0,0,0,Zohran Mamdani
37031,0,0,0,0,0,0,Zohran Mamdani
37032,0,0,0,0,0,0,Zohran Mamdani
37033,0,0,0,0,0,0,Zohran Mamdani
37034,0,0,0,0,0,0,Zohran Mamdani
37035,0,0,0,0,0,0,Zohran Mamdani
37036,0,0,0,0,0,0,Zohran Mamdani
37037,0,0,0,0,0,0,Zohran Mamdani
37038,0,0,0,0,0,0,Zohran Mamdani
37039,0,0,0,0,0,0,Zohran Mamdani
37040,0,0,0,0,0,0,Zohran Mamdani
37041,0,0,0,0,0,0,Zohran Mamdani
37042,0,0,0,0,0,0,Zohran Mamdani
37043,0,0,0,0,0,0,Zohran Mamdani
37044,0,0,0,0,0,0,Zohran Mamdani
37045,0,0,0,0,0,0,Zohran Mamdani
37046,0,0,0,0,0,0,Zohran Mamdani
37047,0,0,0,0,0,0,Zohran Mamdani
37048,0,0,0,0,0,0,Zohran Mamdani
37049,0,0,0,0,0,0,Zohran Mamdani
37050,0,0,0,0,0,0,Zohran Mamdani
37051,0,0,0,0,0,0,Zohran Mamdani
37052,0,0,0,0,0,0,Zohran Mamdani
37053,0,0,0,0,0,0,Zohran Mamdani
37054,0,0,0,0,0,0,Zohran Mamdani
37055,0,0,0,0,0,0,Zohran Mamdani
37056,0,0,0,0,0,0,Zohran Mamdani
37057,0,0,0,0,0,0,Zohran Mamdani
37058,0,0,0,0,0,0,Zohran Mamdani
37059,0,0,0,0,0,0,Zohran Mamdani
37060,0,0,0,0,0,0,Zohran Mamdani
37061,0,0,0,0,0,0,Zohran Mamdani
37062,0,0,0,0,0,0,Zohran Mamdani
37063,0,0,0,0,0,0,Zohran Mamdani
37064,0,0,0,0,0,0,Zohran Mamdani
37065,0,0,0,0,0,0,Zohran Mamdani
37066,0,0,0,0,0,0,Zohran Mamdani
37067,0,0,0,0,0,0,Zohran Mamdani
37068,0,0,0,0,0,0,Zohran Mamdani
37069,0,0,0,0,0,0,Zohran Mamdani
37070,0,0,0,0,0,0,Zohran Mamdani
37071,0,0,0,0,0,0,Zohran Mamdani
38001,0,0,0,0,0,0,Zohran Mamdani
38002,0,0,0,0,0,0,Zohran Mamdani
38003,0,0,0,0,0,0,Zohran Mamdani
38004,0,0,0,0,0,0,Zohran Mamdani
38005,0,0,0,0,0,0,Zohran Mamdani
38006,0,0,0,0,0,0,Zohran Mamdani
38007,0,0,0,0,0,0,Zohran Mamdani
38008,0,0,0,0,0,0,Zohran Mamdani
38009,0,0,0,0,0,0,Zohran Mamdani
38010,0,0,0,0,0,0,Zohran Mamdani
38011,0,0,0,0,0,0,Zohran Mamdani
38012,0,0,0,0,0,0,Zohran Mamdani
38013,0,0,0,0,0,0,Zohran Mamdani
38014,0,0,0,0,0,0,Zohran Mamdani
38015,0,0,0,0,0,0,Zohran Mamdani
38016,0,0,0,0,0,0,Zohran Mamdani
38017,0,0,0,0,0,0,Zohran Mamdani
38018,0,0,0,0,0,0,Zohran Mamdani
38019,0,0,0,0,0,0,Zohran Mamdani
38020,0,0,0,0,0,0,Zohran Mamdani
38021,0,0,0,0,0,0,Zohran Mamdani
38022,0,0,0,0,0,0,Zohran Mamdani
38023,0,0,0,0,0,0,Zohran Mamdani
38024,0,0,0,0,0,0,Zohran Mamdani
38025,0,0,0,0,0,0,Zohran Mamdani
38026,0,0,0,0,0,0,Zohran Mamdani
38027,0,0,0,0,0,0,Zohran Mamdani
38028,0,0,0,0,0,0,Zohran Mamdani
38029,0,0,0,0,0,0,Zohran Mamdani
38030,0,0,0,0,0,0,Zohran Mamdani
38031,0,0,0,0,0,0,Zohran Mamdani
38032,0,0,0,0,0,0,Zohran Mamdani
38033,0,0,0,0,0,0,Zohran Mamdani
38034,0,0,0,0,0,0,Zohran Mamdani
38035,0,0,0,0,0,0,Zohran Mamdani
38036,0,0,0,0,0,0,Zohran Mamdani
38037,0,0,0,0,0,0,Zohran Mamdani
38038,0,0,0,0,0,0,Zohran Mamdani
38039,0,0,0,0,0,0,Zohran Mamdani
38040,0,0,0,0,0,0,Zohran Mamdani
38041,0,0,0,0,0,0,Zohran Mamdani
38042,0,0,0,0,0,0,Zohran Mamdani
38043,0,0,0,0,0,0,Zohran Mamdani
38044,0,0,0,0,0,0,Zohran Mamdani
38045,0,0,0,0,0,0,Zohran Mamdani
38046,0,0,0,0,0,0,Zohran Mamdani
38047,0,0,0,0,0,0,Zohran Mamdani
38048,0,0,0,0,0,0,Zohran Mamdani
38049,0,0,0,0,0,0,Zohran Mamdani
38050,0,0,0,0,0,0,Zohran Mamdani
38051,0,0,0,0,0,0,Zohran Mamdani
38052,0,0,0,0,0,0,Zohran Mamdani
38053,0,0,0,0,0,0,Zohran Mamdani
38054,0,0,0,0,0,0,Zohran Mamdani
38055,0,0,0,0,0,0,Zohran Mamdani
39001,0,0,0,0,0,0,Zohran Mamdani
39002,0,0,0,0,0,0,Zohran Mamdani
39003,0,0,0,0,0,0,Zohran Mamdani
39004,0,0,0,0,0,0,Zohran Mamdani
39005,0,0,0,0,0,0,Zohran Mamdani
39006,0,0,0,0,0,0,Zohran Mamdani
39007,0,0,0,0,0,0,Zohran Mamdani
39008,0,0,0,0,0,0,Zohran Mamdani
39009,0,0,0,0,0,0,Zohran Mamdani
39010,0,0,0,0,0,0,Zohran Mamdani
39011,0,0,0,0,0,0,Zohran Mamdani
39012,0,0,0,0,0,0,Zohran Mamdani
39013,0,0,0,0,0,0,Zohran Mamdani
39014,0,0,0,0,0,0,Zohran Mamdani
39015,0,0,0,0,0,0,Zohran Mamdani
39016,0,0,0,0,0,0,Zohran Mamdani
39017,0,0,0,0,0,0,Zohran Mamdani
39018,0,0,0,0,0,0,Zohran Mamdani
39019,0,0,0,0,0,0,Zohran Mamdani
39020,0,0,0,0,0,0,Zohran Mamdani
39021,0,0,0,0,0,0,Zohran Mamdani
39022,0,0,0,0,0,0,Zohran Mamdani
39023,0,0,0,0,0,0,Zohran Mamdani
39024,0,0,0,0,0,0,Zohran Mamdani
39025,0,0,0,0,0,0,Zohran Mamdani
39026,0,0,0,0,0,0,Zohran Mamdani
39027,0,0,0,0,0,0,Zohran Mamdani
39028,0,0,0,0,0,0,Zohran Mamdani
39029,0,0,0,0,0,0,Zohran Mamdani
39030,0,0,0,0,0,0,Zohran Mamdani
39031,0,0,0,0,0,0,Zohran Mamdani
39032,0,0,0,0,0,0,Zohran Mamdani
39033,0,0,0,0,0,0,Zohran Mamdani
39034,0,0,0,0,0,0,Zohran Mamdani
39035,0,0,0,0,0,0,Zohran Mamdani
39036,0,0,0,0,0,0,Zohran Mamdani
39037,0,0,0,0,0,0,Zohran Mamdani
39038,0,0,0,0,0,0,Zohran Mamdani
39039,0,0,0,0,0,0,Zohran Mamdani
39040,0,0,0,0,0,0,Zohran Mamdani
39041,0,0,0,0,0,0,Zohran Mamdani
39042,0,0,0,0,0,0,Zohran Mamdani
39043,0,0,0,0,0,0,Zohran Mamdani
39044,0,0,0,0,0,0,Zohran Mamdani
39045,0,0,0,0,0,0,Zohran Mamdani
39046,0,0,0,0,0,0,Zohran Mamdani
39047,0,0,0,0,0,0,Andrew Cuomo
39048,0,0,0,0,0,0,Zohran Mamdani
39049,0,0,0,0,0,0,Zohran Mamdani
39050,0,0,0,0,0,0,Zohran Mamdani
39051,0,0,0,0,0,0,Zohran Mamdani
39052,0,0,0,0,0,0,Zohran Mamdani
40001,0,0,0,0,0,0,Zohran Mamdani
40002,0,0,0,0,0,0,Zohran Mamdani
40003,0,0,0,0,0,0,Zohran Mamdani
40004,0,0,0,0,0,0,Zohran Mamdani
40005,0,0,0,0,0,0,Zohran Mamdani
40006,0,0,0,0,0,0,Zohran Mamdani
40007,0,0,0,0,0,0,Zohran Mamdani
40008,0,0,0,0,0,0,Zohran Mamdani
40009,0,0,0,0,0,0,Zohran Mamdani
40010,0,0,0,0,0,0,Zohran Mamdani
40011,0,0,0,0,0,0,Zohran Mamdani
40012,0,0,0,0,0,0,Zohran Mamdani
40013,0,0,0,0,0,0,Zohran Mamdani
40014,0,0,0,0,0,0,Zohran Mamdani
40015,0,0,0,0,0,0,Zohran Mamdani
40016,0,0,0,0,0,0,Zohran Mamdani
40017,0,0,0,0,0,0,Zohran Mamdani
40018,0,0,0,0,0,0,Zohran Mamdani
40019,0,0,0,0,0,0,Zohran Mamdani
40020,0,0,0,0,0,0,Zohran Mamdani
40021,0,0,0,0,0,0,Zohran Mamdani
40022,0,0,0,0,0,0,Zohran Mamdani
40023,0,0,0,0,0,0,Zohran Mamdani
40024,0,0,0,0,0,0,Zohran Mamdani
40025,0,0,0,0,0,0,Zohran Mamdani
40026,0,0,0,0,0,0,Andrew Cuomo
40027,0,0,0,0,0,0,Andrew Cuomo
40028,0,0,0,0,0,0,Andrew Cuomo
40029,0,0,0,0,0,0,Zohran Mamdani
40030,0,0,0,0,0,0,Zohran Mamdani
